report_date,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
2003-06-17,49268,6432,21844,3436,30154,10135,9246,13853
2003-06-24,22184,7099,6002,140,9070,10697,5875,5345
2003-07-01,25632,6884,7748,396,10309,11587,8043,5901
2003-07-08,26472,6362,7972,245,10101,11718,9764,6537
2003-07-15,31668,6743,10249,336,12715,14118,11874,6965
2003-07-22,36539,6290,13015,1747,14951,16366,13551,5411
2003-07-29,41511,6093,16041,3035,19258,16086,13125,6349
2003-08-05,41261,7235,16123,673,19637,18653,13716,5812
2003-08-12,45098,8647,17250,638,19892,17195,15921,10015
2003-08-19,47148,8835,17513,1508,21088,18984,15717,9143
2003-08-26,47176,9474,17987,3556,20031,20041,14115,5592
2003-09-02,52147,8963,19381,5136,20861,19285,17187,8345
2003-09-09,51150,7729,18779,4018,23355,20497,16048,7856
2003-09-16,52790,7555,16248,4895,27874,21432,12466,10215
2003-09-23,25776,4205,9124,1083,16700,7054,3788,8515
2003-09-30,32025,4358,10355,3345,19957,8598,4365,9727
2003-10-07,37194,5372,15267,2547,25476,9856,3799,9524
2003-10-14,38003,5756,16523,2444,26224,11955,3579,7081
2003-10-21,42599,6419,19578,2789,27727,14749,5664,5483
2003-10-28,45057,7680,17099,4245,26352,17994,6780,5719
2003-11-04,45422,8235,13679,4240,26475,21510,6472,5993
2003-11-11,45710,7375,17727,5275,28340,16898,4720,5810
2003-11-18,46077,7417,15715,4583,26956,18954,7121,6825
2003-11-25,49410,8863,17735,4636,27311,19999,8600,7040
2003-12-02,47563,7976,14114,4635,26941,22275,8011,6539
2003-12-09,52684,11840,13369,4334,28048,26221,8462,8760
2003-12-16,73116,10522,11221,9205,25494,31833,27895,20857
2003-12-22,34590,13840,12222,252,14706,10513,5792,11603
2003-12-30,32405,13511,13573,308,14280,9475,4306,9049
2004-01-06,35340,16126,14487,296,14144,12053,4774,8504
2004-01-13,41794,15343,18613,457,15605,13482,10389,9242
2004-01-20,45816,16559,20250,706,14102,14453,14449,10407
2004-01-27,48633,16369,20017,545,13717,16360,18002,11711
2004-02-03,48145,15639,22849,490,15640,15325,16376,9481
2004-02-10,52668,18187,24763,851,15365,18488,18265,8566
2004-02-17,54383,18283,24421,859,15794,19969,19447,9134
2004-02-24,57185,19431,29444,981,15150,17340,21623,9420
2004-03-02,59061,19973,30038,872,15476,19647,22740,8504
2004-03-09,65577,17885,32299,1265,16402,23752,30025,8261
2004-03-16,82898,15245,32728,13691,22899,26373,31063,10106
2004-03-23,34696,6485,16154,129,21290,7614,6792,10799
2004-03-30,41780,12080,18135,136,24120,11596,5444,11913
2004-04-06,44522,9743,19642,186,27047,14891,7546,9803
2004-04-12,39913,7073,19840,108,26207,12557,6525,7408
2004-04-20,46891,5731,21747,64,27543,15562,13553,9518
2004-04-27,46587,8983,21675,135,26884,16233,10585,8544
2004-05-04,51744,7355,23272,327,30795,18400,13267,9745
2004-05-11,53962,8734,28619,391,35362,15431,9475,9521
2004-05-18,53701,10648,24729,894,37176,16011,4983,12067
2004-05-25,60170,7730,27168,1184,42091,14709,9165,17109
2004-06-01,58821,8740,24894,1070,42041,15656,6970,17201
2004-06-08,62164,11153,25192,1476,42389,16322,7146,19174
2004-06-15,61861,9719,22013,4111,29908,23710,18123,12027
2004-06-22,31055,9779,6607,183,12794,15779,8299,8486
2004-06-29,37646,12958,7374,65,14555,21996,10068,8211
2004-07-06,42452,11533,9500,176,18814,26809,11929,5967
2004-07-13,47335,11827,10586,323,20282,29967,14903,6459
2004-07-20,44983,9083,11791,425,25689,29186,9786,3581
2004-07-27,48945,9140,11890,570,28491,27690,10744,8795
2004-08-03,47921,6056,14148,313,33324,25873,8228,7587
2004-08-10,48355,7970,14813,634,29896,25070,9855,7838
2004-08-17,46716,6078,15967,790,31504,21583,8344,8376
2004-08-24,44078,9000,14680,1015,27222,19365,6841,9018
2004-08-31,42479,8315,13163,984,25542,18382,7638,9950
2004-09-07,45956,12143,14813,1854,23487,18724,8472,10565
2004-09-14,57226,13432,13113,2804,24253,28446,16737,12863
2004-09-21,28462,7541,8584,277,10735,13018,9909,6583
2004-09-28,34888,5298,17221,103,18757,9224,10730,8340
2004-10-05,42024,7476,17269,441,23159,14950,10948,9364
2004-10-12,42562,7462,16850,348,24327,17166,10425,8198
2004-10-19,51082,8133,19877,384,31603,21567,10962,9254
2004-10-26,59880,11354,19895,446,36922,29624,11158,9915
2004-11-02,59855,8992,19648,667,40429,28485,9767,11055
2004-11-09,58821,7110,20506,813,42968,25471,7930,12031
2004-11-16,64199,10223,20678,524,44482,29541,8970,13456
2004-11-23,69169,13816,18841,557,38084,35081,16712,14690
2004-11-30,66557,16353,16488,431,34007,37759,15766,11879
2004-12-07,66831,14233,15358,484,33906,40165,18208,10824
2004-12-14,81347,14257,15950,2112,43582,50087,21396,13198
2004-12-21,40948,7710,8834,429,17553,13926,15256,17759
2004-12-28,35701,8476,10811,226,19437,15773,7562,8891
2005-01-04,47102,8667,13881,197,26756,23270,11482,9754
2005-01-11,55712,11034,17967,264,35562,28570,8852,8911
2005-01-18,59142,13434,21137,181,37817,28989,7710,8835
2005-01-25,67194,9570,25452,278,46228,25197,11118,16267
2005-02-01,77997,10773,24497,358,46738,25846,20128,27296
2005-02-08,69688,8790,26588,466,51449,21724,8983,20910
2005-02-15,71875,9924,26478,840,52270,23009,8841,21548
2005-02-22,72036,8389,26003,1161,53427,22313,9059,22559
2005-03-01,70707,10982,26832,872,50717,21589,8136,21414
2005-03-08,74612,10272,29431,969,54522,20307,8849,23905
2005-03-15,70189,11623,27538,3818,34063,27250,20685,11583
2005-03-22,30878,10296,7461,544,8238,16955,11800,5918
2005-03-29,31697,11498,9439,442,9452,14754,10305,7062
2005-04-05,40314,12875,17027,374,15297,12406,11768,10507
2005-04-12,45928,12934,17099,534,19540,16585,12920,11710
2005-04-19,56322,12095,19438,329,26083,21430,17815,15125
2005-04-26,60045,9571,23990,433,35422,19860,14619,15762
2005-05-03,63058,9225,24642,427,37631,18378,15775,19611
2005-05-10,67118,12330,28657,499,38918,17690,15371,20272
2005-05-17,65926,12338,31457,425,40340,15548,12823,18496
2005-05-24,64616,10004,35583,88,44981,10095,9543,18850
2005-05-31,69148,11100,35123,495,45721,10765,11832,22765
2005-06-07,72584,12359,35572,620,47365,11537,12240,24855
2005-06-14,87585,13286,39506,4229,55413,14550,14657,29300
2005-06-21,36056,13386,19009,233,9824,5267,12613,11547
2005-06-28,36178,11901,19196,711,12576,6424,10990,9847
2005-07-05,44580,13237,24137,460,20116,9307,10767,10676
2005-07-12,48543,9604,24412,584,28666,12896,9689,10651
2005-07-19,49828,8566,25119,527,29790,13507,10945,10675
2005-07-26,52853,10546,27421,658,29317,13367,12332,11407
2005-08-02,54527,12556,30204,471,29251,12390,12249,11462
2005-08-09,59122,11240,36108,402,36599,10185,10881,12427
2005-08-16,63998,12144,38507,483,40976,13879,10395,11129
2005-08-23,64944,11859,36598,533,41037,15381,11515,12432
2005-08-30,68878,11851,35486,928,48396,18617,7703,13847
2005-09-06,71863,14533,35740,1121,45342,17693,10867,17309
2005-09-13,82525,17061,35177,3424,46515,20889,15525,23035
2005-09-20,49554,19303,30394,405,16179,8191,13667,10564
2005-09-27,48631,19695,26875,357,12787,11812,15792,9587
2005-10-04,53360,23585,29814,529,11402,13847,17844,9170
2005-10-11,60394,26647,30481,372,15182,20305,18193,9236
2005-10-18,69682,27748,35335,628,22786,23143,18520,10576
2005-10-25,66951,28373,27237,539,20768,28479,17271,10696
2005-11-01,71636,28742,27057,614,23281,35326,18999,8639
2005-11-08,70291,27286,22675,580,25747,38319,16678,8717
2005-11-15,77729,30386,25915,676,31984,40508,14683,10630
2005-11-22,80390,39493,22472,622,22211,46531,18064,10765
2005-11-29,87776,45713,23163,796,22705,53695,18562,10122
2005-12-06,95186,51838,21002,469,20360,64296,22519,9419
2005-12-13,116088,49706,17998,12169,14329,72112,39884,13809
2005-12-20,54517,35451,12127,186,9733,21739,9147,20465
2005-12-27,59990,38390,18351,108,12442,20619,9050,20912
2006-01-03,64949,37001,22039,282,18853,21511,8813,21117
2006-01-10,76079,41015,24998,272,24335,27568,10457,23241
2006-01-17,74938,40919,23127,284,21664,28074,12071,23453
2006-01-24,80496,36961,31537,434,32961,25763,10140,22762
2006-01-31,83369,38609,29987,704,32507,31638,11549,21040
2006-02-07,89430,39314,31721,340,38208,36001,11568,21368
2006-02-14,92156,46399,25121,949,35683,38941,9125,27145
2006-02-21,92295,48224,26573,1165,34750,39988,8156,24569
2006-02-28,87761,43252,27751,1054,34878,37391,8577,21565
2006-03-07,89261,43670,30491,273,36200,34518,9118,23979
2006-03-14,112108,45105,34314,11700,43683,45402,11620,20692
2006-03-21,69330,51562,19217,579,8009,20251,9180,29283
2006-03-28,65451,47422,17268,662,8738,22397,8629,25124
2006-04-04,72151,52610,18395,566,9211,28753,9764,24437
2006-04-11,71542,50267,21858,439,11595,25499,9241,23746
2006-04-18,76484,51643,16052,555,14698,33872,9588,26005
2006-04-25,76986,52976,18881,312,13784,34488,9914,23305
2006-05-02,81171,55921,18974,392,14497,36376,10361,25429
2006-05-09,87899,63986,16337,1024,12624,40750,10265,29788
2006-05-16,91419,59628,13617,996,12175,46695,18620,30111
2006-05-23,87205,55161,16725,683,18349,44286,13012,25511
2006-05-30,88390,60666,14210,962,15647,49126,11115,24092
2006-06-06,89749,63020,12421,993,13537,50239,12199,26096
2006-06-13,119739,61191,13137,28767,16372,52349,13409,25486
2006-06-20,84651,46970,24720,426,28274,7120,8981,52385
2006-06-27,84306,47922,23266,435,25733,8935,10216,51670
2006-07-03,86757,52724,19850,590,25717,15613,7726,50704
2006-07-11,87912,55183,20264,443,22956,14761,9330,52444
2006-07-18,94596,55325,25625,885,26989,16366,11397,51720
2006-07-25,95148,61488,24518,428,24480,16869,8752,53333
2006-08-01,95049,21590,21392,325,66210,21051,6924,52281
2006-08-08,97120,22966,21495,338,65476,21086,8340,54201
2006-08-15,99707,22665,24960,364,67310,22853,9368,51530
2006-08-22,104345,26522,23229,720,66981,25500,10122,54896
2006-08-29,102297,26729,24866,675,65874,23071,9019,53685
2006-09-05,107183,29882,24528,1216,67519,26349,8566,55090
2006-09-12,149818,34347,32071,20646,78715,38142,16110,58959
2006-09-19,97220,26005,15429,267,62036,32121,8912,49403
2006-09-26,108016,29706,18438,300,69933,38431,8077,50847
2006-10-03,118580,33552,19355,412,76467,46013,8149,52800
2006-10-10,129447,36445,18776,407,82179,57330,10416,52934
2006-10-17,129812,36443,18673,512,82617,57076,10240,53551
2006-10-24,136347,40458,25441,617,84293,55120,10979,55169
2006-10-31,131463,41290,24022,573,79061,57374,10539,49494
2006-11-07,131339,42224,22895,521,77690,57325,10904,50598
2006-11-14,130109,47120,24406,577,72630,54539,9782,50587
2006-11-21,128710,45860,23508,515,72127,53348,10208,51339
2006-11-28,121202,37799,25455,684,71699,43295,11020,51768
2006-12-05,121384,36603,26250,1112,66245,42367,17424,51655
2006-12-12,167024,42244,32901,27995,72747,45533,24038,60595
2006-12-19,104919,44042,45920,670,50636,20670,9571,37659
2006-12-26,99396,38500,48626,625,50011,14347,10260,35798
2007-01-03,105554,42248,45821,802,51369,16371,11135,42560
2007-01-09,107458,42555,49732,697,53122,12609,11084,44420
2007-01-16,113127,46494,52053,771,52990,14614,12872,45689
2007-01-23,118879,47362,54048,637,60102,20329,10778,43865
2007-01-30,120197,48229,56068,356,61122,22741,10490,41032
2007-02-06,123736,52919,53166,403,58159,26302,12255,43865
2007-02-13,127889,49815,56730,848,65956,26162,11270,44149
2007-02-20,140137,56269,61858,932,70865,31151,12071,46196
2007-02-27,143245,52341,61056,6291,67615,31457,16998,44441
2007-03-06,136391,43631,64543,1686,79441,29376,11633,40786
2007-03-13,165868,43227,64402,6245,101036,49431,15360,45790
2007-03-20,71133,34053,27395,376,26473,28487,10231,14875
2007-03-27,68554,32339,28308,373,24655,27368,11187,12505
2007-04-03,76675,42499,29562,146,22867,32646,11163,14321
2007-04-10,74075,39114,26977,536,23276,31911,11149,14651
2007-04-17,85573,43402,32505,523,27746,30837,13902,21708
2007-04-24,102444,47722,43379,444,40870,33055,13408,25566
2007-05-01,118146,50881,46875,887,50559,44574,15819,25810
2007-05-08,126825,51025,51236,547,60358,46161,14895,28881
2007-05-15,135237,57178,54719,1128,63254,53772,13677,25618
2007-05-22,134383,40145,56888,862,84120,53565,9256,23068
2007-05-29,135162,36680,57422,2482,84928,51924,11072,23334
2007-06-05,133258,31788,60379,4107,84856,46608,12507,22164
2007-06-12,147435,32978,51909,9941,86564,62875,17952,22710
2007-06-19,76242,27512,23785,770,34894,41286,13066,10401
2007-06-26,88030,28279,27898,1530,40774,46443,17447,12159
2007-07-03,80098,26261,29243,1105,39910,39292,12822,10458
2007-07-10,82704,29199,32541,955,38265,36914,14285,12294
2007-07-17,99597,33828,43668,877,52210,38128,12682,16924
2007-07-24,89744,33826,38611,1024,40137,35763,14757,14346
2007-07-31,91756,34782,35613,738,40052,43194,16184,12211
2007-08-07,103729,34606,38960,1058,46830,43403,21235,20308
2007-08-14,100856,43411,38899,779,40841,49937,15825,11241
2007-08-21,95165,36090,42784,872,43766,39844,14437,11665
2007-08-28,96428,33631,48460,867,48568,35416,13362,11685
2007-09-04,98976,33876,51556,1017,52261,34218,11822,12185
2007-09-11,93415,33888,52075,1173,45882,28635,12472,11532
2007-09-18,122208,37043,56896,6372,62959,41291,15834,17649
2007-09-25,77658,32095,26492,989,33446,35997,11128,14180
2007-10-02,87135,36399,27044,617,37944,44255,12175,15219
2007-10-09,95293,44152,29237,527,37535,52982,13079,12547
2007-10-16,97445,41127,34803,649,41411,50562,14258,11431
2007-10-23,107555,39600,34368,1411,50833,60920,15711,10856
2007-10-30,107658,40804,38374,984,50964,57914,14906,10386
2007-11-06,105630,38981,39020,662,47680,54852,18307,11096
2007-11-13,103878,38604,38732,822,43547,51207,20905,13117
2007-11-20,107260,36265,29135,779,39072,56697,31144,20649
2007-11-27,101669,34769,30198,948,44879,57040,21073,13483
2007-12-04,99646,32947,37309,829,46637,49673,19233,11835
2007-12-11,97746,33985,41399,1570,39927,43052,22264,11725
2007-12-18,121189,36388,40092,5885,47652,55468,31264,19744
2007-12-24,66283,33522,18514,1181,20709,37710,10871,8878
2007-12-31,68473,33025,21350,1184,22802,37916,11462,8023
2008-01-08,77619,33559,22717,1481,25861,43740,16718,9681
2008-01-15,78756,32910,21677,1302,27922,43858,16622,11919
2008-01-22,94753,44009,20846,1446,23755,53069,25543,19392
2008-01-29,88011,42223,26998,1449,25800,41822,18539,17742
2008-02-05,85956,39098,30023,1487,28052,41448,17319,12998
2008-02-12,93023,42436,32813,1802,28992,41329,19793,17079
2008-02-19,92228,42673,35876,1335,32888,40735,15332,14282
2008-02-26,97337,47158,37015,1055,32970,42704,16154,16563
2008-03-04,107440,48564,43096,738,32598,41920,25540,21686
2008-03-11,99066,55517,39640,1013,27414,46083,15122,12330
2008-03-18,116035,53693,38630,5409,39081,54802,17852,17194
2008-03-25,68179,24953,18408,557,31412,36174,11257,13040
2008-04-01,80007,34241,23250,844,31633,40605,13289,15308
2008-04-08,80192,29824,23638,1280,37900,41702,11188,13572
2008-04-15,91185,34069,33292,753,44666,43864,11697,13276
2008-04-22,92432,38107,26864,596,41121,49491,12608,15481
2008-04-29,98774,40560,29066,1055,42973,52599,14186,16054
2008-05-06,100759,42592,28986,2968,41626,54149,13573,14656
2008-05-13,102445,45089,34859,1075,42454,54596,13827,11915
2008-05-20,107456,42039,41285,1627,49198,51143,14592,13401
2008-05-27,107146,38561,41936,2523,51686,50364,14376,12323
2008-06-03,113021,39995,53522,1203,58555,46786,13268,11510
2008-06-10,108336,39078,46834,1519,53541,45485,14198,14498
2008-06-17,138556,39434,51190,15268,66674,55730,17180,16368
2008-06-24,94129,42369,29579,911,30313,49116,20536,14523
2008-07-01,96267,47563,31092,1242,26284,49268,21178,14665
2008-07-08,101270,45113,39291,1296,34800,46443,20061,14240
2008-07-15,113947,50047,43225,1722,41668,53674,20510,15326
2008-07-22,111827,48329,40359,2531,40983,52046,19984,16891
2008-07-29,112139,50688,39695,2570,38308,56129,20573,13745
2008-08-05,113776,53108,39132,2840,39368,57277,18460,14527
2008-08-12,114821,47902,37157,2995,46465,59778,17459,14891
2008-08-19,118940,49219,51877,1574,48941,50555,19206,14934
2008-08-26,114222,47733,51686,1719,49182,45587,15588,15230
2008-09-02,113103,49109,50943,1678,47971,48410,14345,12072
2008-09-09,115137,47370,50649,1783,51142,49901,14842,12804
2008-09-16,147101,48557,49205,6034,74206,76777,18304,15085
2008-09-23,88498,18326,31831,1949,52820,41483,15403,13235
2008-09-30,92193,18548,23937,480,59860,52908,13305,14868
2008-10-07,97820,20826,19766,484,57285,64459,19225,13111
2008-10-14,105364,16197,19642,126,73364,66482,15677,19114
2008-10-21,95744,17879,18489,745,66040,61319,11080,15191
2008-10-28,108291,23103,24229,831,69736,61922,14621,21309
2008-11-04,107331,21812,22362,820,71161,63852,13538,20297
2008-11-11,108803,23541,24439,1251,67480,64692,16531,18421
2008-11-18,112043,22152,23664,1060,70621,67651,18210,19668
2008-11-25,103739,25174,25663,894,60789,58458,16882,18724
2008-12-02,102283,26015,25440,813,61301,58934,14154,17096
2008-12-09,96169,26686,25669,839,60255,60001,8389,9660
2008-12-16,119872,32398,24200,8015,59926,69252,19533,18405
2008-12-22,49532,19483,8347,412,18553,28455,11084,12318
2008-12-30,53437,21947,9217,444,21119,32158,9927,11618
2009-01-06,59921,20726,10297,267,28637,33430,10291,15927
2009-01-13,61516,19829,11276,298,27984,34584,13405,15358
2009-01-20,70240,20079,11095,361,32688,40957,17112,17827
2009-01-27,70382,22421,14848,308,33353,38434,14300,16792
2009-02-03,77440,24255,17678,409,38520,44057,14256,15296
2009-02-10,75342,22869,16542,373,35860,44994,16240,13433
2009-02-17,79440,25021,16185,369,33939,46399,20111,16487
2009-02-24,73602,23828,15908,483,30516,44801,18775,12410
2009-03-03,72927,23070,16528,531,31895,44533,17431,11335
2009-03-10,73582,23126,16584,1211,30974,40576,18271,15211
2009-03-17,87754,24834,21589,2579,46266,43852,14075,19734
2009-03-24,47407,13476,12791,245,22993,20460,10693,13911
2009-03-31,50945,15082,12805,159,25518,25310,10186,12671
2009-04-07,51581,15097,12342,46,25529,25468,10909,13725
2009-04-14,50215,16423,11049,59,22847,25384,10886,13723
2009-04-21,53834,17629,12701,365,25217,27442,10623,13326
2009-04-28,57433,15746,15132,153,30989,25884,10545,16264
2009-05-05,53979,16310,16149,240,26780,23267,10649,14323
2009-05-12,54254,19083,13000,524,21756,25813,12891,14917
2009-05-19,52989,18143,13001,457,23427,23860,10962,15671
2009-05-26,57349,22096,13918,453,24020,28089,10780,14889
2009-06-02,54148,18664,13987,425,24562,24453,10497,15283
2009-06-09,58107,16887,17282,532,30103,25598,10585,14695
2009-06-16,73750,18834,20919,2715,39829,32807,12372,17309
2009-06-23,49371,15210,8521,241,22200,31033,11720,9576
2009-06-30,45717,13902,6952,441,23102,28070,8272,10254
2009-07-07,56317,13845,13678,435,32352,24218,9685,17986
2009-07-14,59568,16443,13928,286,33588,25872,9251,19482
2009-07-21,62069,15944,13873,783,36786,25560,8556,21853
2009-07-28,65345,17929,11732,167,37768,33214,9481,20232
2009-08-04,65434,19180,13572,333,36235,34224,9686,17305
2009-08-11,65628,19415,14458,514,35045,32964,10654,17692
2009-08-18,69003,23067,17346,663,33916,33814,11357,17180
2009-08-25,68734,23717,16140,822,33440,35010,10755,16762
2009-09-01,80039,23148,19453,718,38071,34863,18102,25005
2009-09-08,77266,25016,16665,651,38167,41573,13432,18377
2009-09-15,96890,27146,11146,1559,54673,63301,13512,20884
2009-09-22,64759,25784,7534,242,28112,39209,10621,17774
2009-09-29,71762,29303,10718,987,29609,43253,11863,16804
2009-10-06,68231,28806,7285,338,26288,45379,12799,15229
2009-10-13,63571,27312,8020,703,23666,40037,11890,14811
2009-10-20,61346,27890,14380,539,21381,32038,11536,14389
2009-10-27,62700,27276,19103,824,25073,29824,9527,12949
2009-11-03,62398,25840,16958,375,23769,29394,12414,15671
2009-11-09,67554,34923,13173,1109,19491,34711,12031,18561
2009-11-17,69880,34094,13292,926,22225,37473,12635,18189
2009-11-24,65470,34869,12684,403,20050,36983,10148,15400
2009-12-01,68810,38395,14088,375,18297,43172,11743,11175
2009-12-08,66895,32327,15481,566,23011,40230,10991,10618
2009-12-15,86973,29413,13751,2633,39237,55953,15690,14636
2009-12-22,62070,25908,8481,680,24402,43852,11080,9057
2009-12-29,63963,26570,6673,566,25006,47909,11821,8815
2010-01-05,65923,27699,6582,104,24595,49625,13525,9612
2010-01-12,62946,25089,7630,334,23042,41299,14481,13683
2010-01-19,69738,28326,8644,68,26010,48231,15334,12795
2010-01-26,66083,25996,8878,640,24865,45681,14582,10884
2010-02-02,62306,20835,11245,363,27809,38502,13299,12196
2010-02-09,61310,18071,7798,443,30379,41562,12417,11507
2010-02-16,65138,18074,12783,743,33939,40187,12382,11425
2010-02-23,71823,26869,11606,874,31386,48259,12694,11084
2010-03-02,75475,30035,9087,848,31346,55282,13246,10258
2010-03-09,85308,38343,10757,550,33378,61293,13037,12708
2010-03-16,104702,34263,11500,2472,52704,74820,15263,15910
2010-03-23,78421,30967,9698,558,34318,52349,12578,15816
2010-03-30,80871,30596,10298,1917,35544,55812,12814,12844
2010-04-06,82373,33370,7491,360,33792,62662,14851,11860
2010-04-13,84316,32051,7966,172,38692,64760,13401,11418
2010-04-20,85773,29993,9770,148,41050,63530,14582,12325
2010-04-27,86904,31324,12967,607,40950,58661,14023,14669
2010-05-04,83555,26286,13607,1165,42883,54922,13221,13861
2010-05-11,74561,18185,9768,1619,41726,50327,13031,12847
2010-05-18,73746,16947,11214,1905,42565,47701,12329,12926
2010-05-25,75015,13904,10913,546,46784,52329,13781,11227
2010-06-01,75042,12947,10743,252,48651,47955,13192,16092
2010-06-08,75072,11462,12649,794,49735,46462,13081,15167
2010-06-15,92347,11037,10896,2645,66082,60324,12583,18482
2010-06-22,75086,11410,7986,886,53468,54323,9322,11891
2010-06-29,82896,14648,6250,836,55846,64534,11566,11276
2010-07-06,81565,13232,9528,272,55954,59760,12107,12005
2010-07-13,78181,9637,12512,531,58044,50862,9969,14276
2010-07-20,82489,12963,9399,897,58131,56425,10498,15768
2010-07-27,87047,15084,9971,802,58169,59585,12992,16689
2010-08-03,89518,20860,8555,923,55813,69230,11922,10810
2010-08-10,92553,19257,7868,1254,57944,70499,14098,12932
2010-08-17,96804,27275,8832,411,54127,76909,14991,10652
2010-08-24,89215,19703,9194,785,54345,68736,14382,10500
2010-08-31,86239,18372,10666,550,54496,64911,12821,10112
2010-09-07,83081,16855,10979,1602,53315,61324,11309,9176
2010-09-14,106701,22381,12225,5612,63420,77005,15288,11859
2010-09-21,78545,24278,11395,524,42765,54355,10978,12271
2010-09-28,88859,35445,7487,1321,39978,67627,12115,12424
2010-10-05,98014,42735,7746,695,39810,78477,14774,11096
2010-10-12,91034,34383,9225,1021,42753,71086,12877,9702
2010-10-19,90193,33688,8518,744,43149,71211,12612,9720
2010-10-26,96108,38996,6581,863,41698,79206,14551,9458
2010-11-02,96934,39902,8259,479,41601,77195,14952,11001
2010-11-09,101749,45224,13505,408,42473,77587,13644,10249
2010-11-16,95609,34529,11234,172,47418,74120,13490,10083
2010-11-23,101333,35219,13918,555,51943,76530,13616,10330
2010-11-30,97188,31596,11234,410,51699,73534,13483,12010
2010-12-07,96378,36455,7876,1332,45441,76694,13150,10476
2010-12-14,95265,26519,6330,1692,51882,74283,15172,12960
2010-12-21,73760,20189,6236,17,41210,60940,12344,6567
2010-12-28,73092,19688,5283,93,40894,59806,12417,7910
2011-01-04,80039,26708,6704,374,40228,65004,12729,7957
2011-01-11,85224,30158,6258,0,41917,71496,13149,7470
2011-01-18,90837,32290,10068,29,44195,70949,14323,9791
2011-01-25,99563,37315,13059,504,47399,75526,14345,10474
2011-02-01,99908,40897,10875,0,46106,79449,12905,9584
2011-02-08,89715,28815,13180,702,46521,63927,13677,11906
2011-02-15,93349,32165,11397,344,46326,69324,14514,12284
2011-02-22,91858,31282,14752,396,46635,65034,13545,11676
2011-03-01,92258,26299,13756,1545,51092,69064,13322,7893
2011-03-08,90950,29345,13191,227,48559,67577,12819,9955
2011-03-15,97797,21867,9187,5052,57465,68900,13413,14658
2011-03-22,89978,31151,8216,437,48083,68505,10307,12820
