date,nas100_breakout_ret,us30_macross_ret,combined_fixed_ret,combined_rp_ret
2018-04-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-04-30 00:00:00+00:00,0.0,-0.010193400240815116,-0.005096700120407558,-0.006583041897706235
2018-05-01 00:00:00+00:00,0.0,0.009737873013572502,0.004868936506786251,0.006288855978225035
2018-05-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-10 00:00:00+00:00,0.0,0.009858076557177516,0.004929038278588758,0.006366485125036727
2018-05-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-24 00:00:00+00:00,0.0,-0.010192904094469222,-0.005096452047234611,-0.006582721479386023
2018-05-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-29 00:00:00+00:00,0.0,-0.010210433422710437,-0.005105216711355219,-0.0065940421672354525
2018-05-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-05-31 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-06-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-06-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-06-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-06-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-06-14 00:00:00+00:00,0.0,0.009823261340822054,0.004911630670411027,0.006344000966411422
2018-06-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-06-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-06-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-06-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-06-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-06-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-06-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-06-25 00:00:00+00:00,-0.01019888770921205,0.009836486382312956,-0.00018120066344954732,0.002740239958179555
2018-07-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-13 00:00:00+00:00,0.0,0.009880923978415064,0.004940461989207532,0.006381240312482334
2018-07-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-24 00:00:00+00:00,0.017280715269480117,0.0,0.008640357634740059,0.006120585189841184
2018-07-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-07-31 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-07 00:00:00+00:00,0.0,0.009853425938239421,0.0049267129691197105,0.006363481689618076
2018-08-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-21 00:00:00+00:00,0.0,0.009811745411983215,0.0049058727059916075,0.006336563816859152
2018-08-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-08-31 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-03 00:00:00+00:00,0.016777766732546436,0.0,0.008388883366273218,0.005942447924201184
2018-09-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-10 00:00:00+00:00,-0.01038185052958286,0.0,-0.00519092526479143,-0.0036771047727830177
2018-09-11 00:00:00+00:00,0.0,-0.010220396247704792,-0.005110198123852396,-0.006600476300381205
2018-09-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-18 00:00:00+00:00,0.0,0.009769624393251217,0.004884812196625609,0.006309361467835659
2018-09-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-26 00:00:00+00:00,-0.010515653497689735,0.0,-0.005257826748844867,-0.0037244958935891163
2018-09-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-09-28 00:00:00+00:00,-0.010351690725334246,0.0,-0.005175845362667123,-0.0036664225962449552
2018-09-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-02 00:00:00+00:00,-0.011045505840470447,0.009752395811145781,-0.000646555014662333,0.0023860728989527243
2018-10-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-10 00:00:00+00:00,0.017364165466397744,0.009885115157305816,0.013624640311851781,0.012534089105551555
2018-10-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-25 00:00:00+00:00,-0.010164210143867598,0.0,-0.005082105071933799,-0.003600019623195906
2018-10-26 00:00:00+00:00,-0.010190969035406663,0.0,-0.0050954845177033315,-0.0036094972445036206
2018-10-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-10-31 00:00:00+00:00,-0.010279287789383654,0.0,-0.005139643894691827,-0.003640778499309751
2018-11-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-09 00:00:00+00:00,-0.010300924747073005,0.0,-0.005150462373536503,-0.003648442004015517
2018-11-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-20 00:00:00+00:00,0.017267638572922156,0.0,0.008633819286461078,0.0061159536086805326
2018-11-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-23 00:00:00+00:00,0.0,0.0017928650243583465,0.0008964325121791733,0.0011578575640564975
2018-11-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-11-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-03 00:00:00+00:00,0.0064697161580166,0.0,0.0032348580790083,0.0022914820527810196
2018-12-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2018-12-31 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-04 00:00:00+00:00,0.0,-0.01005387165628148,-0.00502693582814074,-0.006492932366420027
2019-01-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-01-30 00:00:00+00:00,0.0,0.00981273784217024,0.00490636892108512,0.006337204742295943
2019-01-31 00:00:00+00:00,0.01714944040944044,0.0,0.00857472020472022,0.006074089489192937
2019-02-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-07 00:00:00+00:00,-0.01048715762159323,0.0,-0.005243578810796615,-0.00371440305689295
2019-02-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-13 00:00:00+00:00,0.0,0.00984605035650639,0.004923025178253195,0.006358718434725554
2019-02-14 00:00:00+00:00,-0.010623062249910512,0.0,-0.005311531124955256,-0.003762538556051293
2019-02-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-20 00:00:00+00:00,-0.010433132401839797,0.0,-0.0052165662009198985,-0.003695268087376684
2019-02-21 00:00:00+00:00,-0.010950174510502696,0.0,-0.005475087255251348,-0.003878397096995601
2019-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-26 00:00:00+00:00,-0.010817664506618377,0.0,-0.005408832253309188,-0.003831463925848886
2019-02-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-02-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-04 00:00:00+00:00,0.0,-0.010213355404471295,-0.005106677702235648,-0.00659592922434119
2019-03-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-06 00:00:00+00:00,-0.010592950214261938,0.0,-0.005296475107130969,-0.003751873298476444
2019-03-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-11 00:00:00+00:00,-0.01062179120459868,0.0,-0.00531089560229934,-0.0037620883697603957
2019-03-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-13 00:00:00+00:00,0.01684366128490167,0.0,0.008421830642450836,0.005965786843623633
2019-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-19 00:00:00+00:00,0.016652117775737052,0.009829607374142037,0.013240862574939545,0.012246044163381268
2019-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-21 00:00:00+00:00,0.0,-0.01019355603573173,-0.005096778017865865,-0.006583142512264605
2019-03-22 00:00:00+00:00,-0.010201092664433538,-0.01014437512903598,-0.01017273389673476,-0.010164463678713764
2019-03-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-03-29 00:00:00+00:00,0.0,-0.010084815345480634,-0.005042407672740317,-0.0065129162381071205
2019-03-31 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-16 00:00:00+00:00,0.01703009740309739,0.0,0.008515048701548695,0.006031819882539303
2019-04-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-18 00:00:00+00:00,0.0,0.009835454424607185,0.0049177272123035925,0.006351875432195504
2019-04-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-04-30 00:00:00+00:00,-0.010937147794920117,0.0,-0.0054685738974600585,-0.0038737832183902508
2019-05-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-02 00:00:00+00:00,0.0,-0.0102349573823358,-0.0051174786911679,-0.00660988008685966
2019-05-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-17 00:00:00+00:00,-0.010471689356923577,0.0,-0.005235844678461788,-0.0037089244160975177
2019-05-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-23 00:00:00+00:00,0.0,0.00980368667589471,0.004901843337947355,0.006331359371231602
2019-05-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-05-31 00:00:00+00:00,0.016843844295573743,0.0,0.008421922147786871,0.005965851663417929
2019-06-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-03 00:00:00+00:00,0.03421466850596242,0.0,0.01710733425298121,0.01211835216698292
2019-06-04 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-05 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-06 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-20 00:00:00+00:00,-0.010647400262477529,0.0,-0.0053237001312387644,-0.00377115873623162
2019-06-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-06-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2019-07-01 00:00:00+00:00,0.0,0.009799399763438963,0.004899699881719482,0.006328590822598047
